sale_id,sale_date,city,state,brand,model,customer_age,gender,payment_mode,ex_showroom_price,discount,final_price,quantity,revenue
148,2024-09-15,Mumbai,Maharashtra,Honda,Shine,25.0,Male,Loan,97713,2921.0,94792,4,379168
149,2025-07-18,Pune,Maharashtra,Royal Enfield,Classic 350,60.0,Female,Loan,225113,5921.0,219192,3,657576
150,2025-09-29,Delhi,Delhi,Bajaj,Platina 110,35.0,Male,UPI,117153,6888.0,110265,4,441060
151,2024-04-28,Hyderabad,Telangana,Honda,SP125,24.0,Female,UPI,88699,3319.0,85380,3,256140
152,2024-01-24,Vadodara,Gujarat,Hero,HF Deluxe,47.0,Male,Loan,90081,6831.0,83250,1,83250
153,2023-02-13,Kolkata,West Bengal,Yamaha,MT-15,39.0,Male,Loan,144757,5351.0,139406,1,139406
154,2023-05-21,Ahmedabad,Gujarat,Suzuki,Avenis,55.0,Male,Loan,126754,3225.0,123529,2,247058
155,2023-01-06,Kolkata,West Bengal,TVS,Apache RTR 160,27.0,Male,UPI,109595,4393.0,105202,3,315606
156,2023-02-22,Delhi,Delhi,Suzuki,Access 125,18.0,Female,Loan,112997,8296.0,104701,2,209402
157,2023-12-23,Mumbai,Maharashtra,Royal Enfield,Hunter 350,21.0,Male,Credit Card,223866,7440.0,216426,3,649278
158,2023-05-11,Lucknow,Uttar Pradesh,Royal Enfield,Classic 350,46.0,Female,Cash,231932,5063.0,226869,4,907476
159,2023-03-30,Ahmedabad,Gujarat,Bajaj,Platina 110,47.0,Male,Cash,116001,4069.0,111932,3,335796
160,2023-08-10,Pune,Maharashtra,Bajaj,Pulsar NS200,46.0,Male,Cash,112852,4609.0,108243,4,432972
161,2023-05-15,Bengaluru,Karnataka,TVS,Jupiter,35.0,Female,Credit Card,105814,6785.0,99029,2,198058
162,2025-07-18,Vadodara,Gujarat,Royal Enfield,Meteor 350,24.0,Male,Loan,196253,11277.0,184976,4,739904
163,2025-04-27,Ahmedabad,Gujarat,Bajaj,Pulsar NS200,47.0,Female,Credit Card,101147,1357.0,99790,3,299370
164,2025-05-24,Surat,Gujarat,Yamaha,FZ-S,,Female,UPI,158434,7374.0,151060,3,453180
165,2023-05-18,Hyderabad,Telangana,Honda,Unicorn,23.0,,Credit Card,99743,6885.0,92858,1,92858
166,2025-02-02,Lucknow,Uttar Pradesh,Hero,Xtreme 125R,53.0,Male,UPI,84916,2308.0,82608,2,165216
167,2024-12-25,Pune,Maharashtra,Yamaha,FZ-S,21.0,Female,UPI,145879,2968.0,142911,4,571644
168,2025-11-05,Kolkata,West Bengal,TVS,Apache RTR 160,27.0,Female,Loan,113191,4558.0,108633,2,217266
169,2025-01-22,Surat,Gujarat,Suzuki,Access 125,35.0,Male,Credit Card,107405,4035.0,103370,1,103370
170,2023-02-23,Kolkata,West Bengal,Suzuki,Avenis,19.0,Male,UPI,118798,3308.0,115490,3,346470
171,2024-12-19,Surat,Gujarat,Yamaha,R15 V4,29.0,Male,Credit Card,135462,5731.0,129731,1,129731
172,2023-03-04,Lucknow,Uttar Pradesh,Hero,Splendor Plus,51.0,Male,Credit Card,86665,3479.0,83186,1,83186
173,2023-11-19,Surat,Gujarat,Bajaj,Pulsar NS200,37.0,Female,Cash,105854,5696.0,100158,3,300474
174,2023-04-12,Bengaluru,Karnataka,Hero,Splendor Plus,35.0,Female,Credit Card,75153,777.0,74376,1,74376
175,2025-04-28,Hyderabad,Telangana,Bajaj,Platina 110,31.0,Male,UPI,103677,4359.0,99318,3,297954
176,2025-09-23,Vadodara,Gujarat,Bajaj,Pulsar 125,20.0,Male,Credit Card,112735,9426.0,103309,3,309927
177,2024-02-23,Mumbai,Maharashtra,Royal Enfield,Classic 350,31.0,Male,UPI,224408,4520.0,219888,3,659664
178,2023-01-16,Delhi,Delhi,TVS,Raider 125,45.0,Male,,104840,1992.0,102848,4,411392
179,2024-04-16,Lucknow,Uttar Pradesh,Bajaj,Platina 110,22.0,Female,Cash,109837,4134.0,105703,3,317109
180,2023-06-09,Hyderabad,Telangana,Bajaj,Pulsar 125,54.0,Female,Credit Card,112839,2518.0,110321,3,330963
181,2024-08-15,Pune,Maharashtra,Yamaha,MT-15,43.0,Male,UPI,151024,9598.0,141426,1,141426
182,2025-01-11,Hyderabad,Telangana,Honda,Unicorn,45.0,Male,Loan,94173,,87968,1,87968
183,2025-12-09,Pune,Maharashtra,Bajaj,Platina 110,43.0,Female,UPI,116073,3796.0,112277,1,112277
184,2023-06-06,Bengaluru,Karnataka,Honda,SP125,51.0,Male,UPI,96703,5037.0,91666,1,91666
185,2023-10-30,Jaipur,Rajasthan,TVS,Jupiter,24.0,Male,UPI,105820,2680.0,103140,2,206280
186,2023-11-10,Kolkata,West Bengal,Honda,Shine,29.0,Female,Credit Card,95186,6493.0,88693,1,88693
187,2025-07-08,Kolkata,West Bengal,Suzuki,Avenis,58.0,Female,Loan,128350,,120473,3,361419
188,2025-06-24,Hyderabad,Telangana,Bajaj,Pulsar 125,35.0,Male,UPI,128948,2697.0,126251,3,378753
189,2025-08-03,Vadodara,Gujarat,Royal Enfield,Classic 350,20.0,Male,UPI,224654,5550.0,219104,4,876416
190,2023-07-04,Delhi,Delhi,Suzuki,Gixxer,47.0,Male,Credit Card,135146,2575.0,132571,4,530284
191,2024-01-21,Jaipur,Rajasthan,Suzuki,Avenis,,Female,Loan,107274,3201.0,104073,3,312219
192,2024-12-04,Delhi,Delhi,Hero,HF Deluxe,,Male,Cash,70557,3422.0,67135,1,67135
193,2025-06-18,Hyderabad,Telangana,Honda,Unicorn,41.0,Female,UPI,89230,5451.0,83779,2,167558
194,2023-04-18,Surat,Gujarat,Bajaj,Pulsar NS200,22.0,Female,Cash,113007,10628.0,102379,3,307137
195,2024-08-04,Pune,Maharashtra,Royal Enfield,Meteor 350,60.0,Male,UPI,225967,3269.0,222698,3,668094
196,2023-10-17,Jaipur,Rajasthan,Hero,Xtreme 125R,37.0,Female,Loan,78890,6475.0,72415,3,217245
197,2024-09-26,Delhi,Delhi,Royal Enfield,Meteor 350,59.0,Female,Loan,187820,10494.0,177326,4,709304
198,2025-12-14,Lucknow,Uttar Pradesh,Yamaha,MT-15,59.0,Female,UPI,158681,3592.0,155089,1,155089
199,2024-01-05,Vadodara,Gujarat,Hero,HF Deluxe,39.0,Female,Loan,73350,9061.0,64289,2,128578
200,2023-06-08,Bengaluru,Karnataka,Honda,Shine,24.0,Male,UPI,94129,8713.0,85416,3,256248
201,2025-02-10,Bengaluru,Karnataka,Suzuki,Avenis,28.0,Male,Loan,100331,3201.0,97130,2,194260
202,2025-04-21,Mumbai,Maharashtra,Yamaha,R15 V4,33.0,Female,UPI,145060,5140.0,139920,3,419760
203,2024-04-24,Hyderabad,Telangana,Suzuki,Avenis,37.0,Female,Loan,110859,6868.0,103991,2,207982
204,2025-06-21,Kolkata,West Bengal,TVS,Jupiter,36.0,Female,Credit Card,96031,4572.0,91459,4,365836
205,2023-10-11,Kolkata,West Bengal,Honda,Shine,21.0,Female,UPI,95914,6543.0,89371,3,268113
206,2025-11-22,Lucknow,Uttar Pradesh,Royal Enfield,Classic 350,36.0,Male,Loan,221955,1626.0,220329,1,220329
207,2023-10-29,Chennai,Tamil Nadu,TVS,Raider 125,23.0,Male,,92113,8833.0,83280,4,333120
208,2023-04-20,Pune,Maharashtra,TVS,Apache RTR 160,50.0,Female,Loan,107791,2754.0,105037,4,420148
209,2024-04-04,Surat,Gujarat,Bajaj,Pulsar 125,38.0,Male,UPI,123650,5347.0,118303,1,118303
210,2023-03-20,Bengaluru,Karnataka,Suzuki,Access 125,48.0,Male,Credit Card,125849,5202.0,120647,3,361941
211,2023-06-12,Mumbai,Maharashtra,Bajaj,Platina 110,34.0,Male,Loan,128134,10266.0,117868,1,117868
212,2025-12-16,Kolkata,West Bengal,Royal Enfield,Meteor 350,25.0,Female,Loan,205817,7914.0,197903,4,791612
213,2024-05-03,Mumbai,Maharashtra,TVS,Apache RTR 160,58.0,Female,Cash,110421,9105.0,101316,4,405264
214,2023-02-03,Kolkata,West Bengal,Hero,HF Deluxe,27.0,Female,Credit Card,78438,7058.0,71380,2,142760
215,2024-05-07,Surat,Gujarat,Hero,Xtreme 125R,29.0,Male,UPI,92197,0.0,92197,4,368788
216,2025-11-05,Chennai,Tamil Nadu,Hero,Xtreme 125R,42.0,Female,Cash,76953,0.0,76953,1,76953
217,2024-06-03,Surat,Gujarat,Yamaha,R15 V4,40.0,Male,UPI,141874,7152.0,134722,1,134722
218,2023-08-01,Jaipur,Rajasthan,Honda,Unicorn,26.0,Male,UPI,106417,5222.0,101195,3,303585
219,2023-12-25,Jaipur,Rajasthan,Royal Enfield,Hunter 350,,Male,Loan,237360,859.0,236501,4,946004
220,2023-03-17,Hyderabad,Telangana,Hero,Xtreme 125R,30.0,Male,Loan,73416,4833.0,68583,3,205749
221,2025-11-21,Vadodara,Gujarat,Hero,HF Deluxe,52.0,Female,UPI,87611,4901.0,82710,4,330840
222,2024-08-08,Ahmedabad,Gujarat,Hero,Xtreme 125R,21.0,Female,UPI,70941,4732.0,66209,3,198627
223,2025-03-30,Pune,Maharashtra,Hero,HF Deluxe,42.0,Female,Loan,76129,7009.0,69120,4,276480
224,2025-01-22,Hyderabad,Telangana,Bajaj,Platina 110,23.0,Female,Cash,113226,2180.0,111046,3,333138
225,2024-08-24,Bengaluru,Karnataka,Bajaj,Platina 110,24.0,Male,UPI,105477,1822.0,103655,3,310965
226,2025-07-02,Vadodara,Gujarat,Yamaha,R15 V4,28.0,Female,UPI,144272,7865.0,136407,4,545628
227,2024-12-23,Lucknow,Uttar Pradesh,Bajaj,Pulsar 125,35.0,Male,Cash,101325,6512.0,94813,4,379252
228,2025-01-14,Pune,Maharashtra,Yamaha,MT-15,19.0,Male,Credit Card,138849,2621.0,136228,2,272456
229,2024-04-28,Delhi,Delhi,Hero,Splendor Plus,,Female,Cash,84272,1894.0,82378,3,247134
230,2025-07-10,Jaipur,Rajasthan,Royal Enfield,Classic 350,41.0,Female,Cash,200698,1406.0,199292,3,597876
231,2025-01-21,Chennai,Tamil Nadu,Royal Enfield,Classic 350,38.0,Female,Loan,243007,5105.0,237902,4,951608
