sale_id,sale_date,city,state,brand,model,customer_age,gender,payment_mode,ex_showroom_price,discount,final_price,quantity,revenue
21,2023-04-29,Ahmedabad,Gujarat,Suzuki,Gixxer,54.0,Male,Cash,121793,5514,116279,2,232558
22,2025-12-26,Delhi,Delhi,Yamaha,R15 V4,26.0,Female,Loan,143658,4096,139562,2,279124
23,2025-05-16,Kolkata,West Bengal,TVS,Jupiter,52.0,Male,UPI,92580,2840,89740,2,179480
24,2025-02-03,Jaipur,Rajasthan,Bajaj,Platina 110,51.0,Female,Cash,105946,8171,97775,4,391100
25,2024-11-23,Delhi,Delhi,Honda,Shine,55.0,Male,Loan,97611,0,97611,1,97611
26,2023-05-01,Lucknow,Uttar Pradesh,Hero,Splendor Plus,22.0,Male,UPI,87203,3844,83359,2,166718
27,2024-07-24,Ahmedabad,Gujarat,Hero,Xtreme 125R,31.0,Male,Credit Card,80396,6835,73561,4,294244
28,2024-01-25,Pune,Maharashtra,Honda,SP125,24.0,Female,UPI,102835,7793,95042,1,95042
29,2023-04-21,Hyderabad,Telangana,Bajaj,Pulsar NS200,21.0,Female,Cash,102614,4072,98542,1,98542
30,2024-01-28,Ahmedabad,Gujarat,Suzuki,Access 125,52.0,Female,Loan,118047,7926,110121,2,220242
31,2025-08-05,Vadodara,Gujarat,Bajaj,Pulsar 125,22.0,Female,Cash,105783,4443,101340,2,202680
32,2023-01-31,Chennai,Tamil Nadu,Hero,Xtreme 125R,33.0,Male,Credit Card,77476,1411,76065,1,76065
33,2025-04-01,Ahmedabad,Gujarat,Bajaj,Pulsar NS200,28.0,Female,Cash,117150,9068,108082,1,108082
34,2024-08-07,Hyderabad,Telangana,Bajaj,Pulsar NS200,53.0,Female,Loan,109366,8010,101356,4,405424
35,2023-04-30,Ahmedabad,Gujarat,Honda,SP125,38.0,Male,Cash,97748,3064,94684,1,94684
36,2025-12-23,Chennai,Tamil Nadu,Royal Enfield,Hunter 350,21.0,Male,Loan,216071,9614,206457,2,412914
37,2024-04-26,Delhi,Delhi,Hero,Xtreme 125R,25.0,Male,Cash,84756,9693,75063,4,300252
38,2025-12-06,Pune,Maharashtra,Royal Enfield,Classic 350,34.0,Male,UPI,165988,7465,158523,3,475569
39,2023-09-26,Pune,Maharashtra,Honda,SP125,47.0,Female,Cash,95661,4102,91559,3,274677
40,2023-07-24,Kolkata,West Bengal,Hero,HF Deluxe,52.0,Male,UPI,85623,0,85623,1,85623
41,2024-05-15,Delhi,Delhi,Honda,SP125,36.0,Male,Credit Card,93330,6071,87259,3,261777
42,2024-09-11,Lucknow,Uttar Pradesh,Suzuki,Avenis,60.0,Female,Cash,128596,3445,125151,1,125151
43,2023-08-08,Delhi,Delhi,Honda,SP125,35.0,Female,Loan,88855,3494,85361,2,170722
44,2024-06-24,Ahmedabad,Gujarat,Yamaha,R15 V4,39.0,Male,Cash,155618,5986,149632,4,598528
45,2023-04-01,Vadodara,Gujarat,Yamaha,R15 V4,39.0,Male,UPI,138854,6539,132315,1,132315
46,2025-05-25,Hyderabad,Telangana,Honda,Unicorn,25.0,Male,Loan,95737,7905,87832,1,87832
47,2023-10-31,Surat,Gujarat,Royal Enfield,Classic 350,26.0,Male,UPI,198205,4017,194188,4,776752
48,2024-03-06,Surat,Gujarat,TVS,Apache RTR 160,60.0,Male,UPI,101706,609,101097,2,202194
49,2023-11-13,Pune,Maharashtra,Suzuki,Avenis,28.0,Male,Credit Card,117724,5783,111941,2,223882
50,2024-11-11,Lucknow,Uttar Pradesh,Hero,Splendor Plus,60.0,Male,UPI,85034,4296,80738,4,322952
51,2025-02-22,Delhi,Delhi,Honda,Unicorn,48.0,Female,Loan,84243,3738,80505,1,80505
52,2024-09-17,Surat,Gujarat,Suzuki,Gixxer,32.0,Male,Loan,111847,2593,109254,2,218508
53,2023-05-23,Vadodara,Gujarat,Bajaj,Pulsar NS200,40.0,Female,UPI,108580,6212,102368,3,307104
54,2024-01-01,Vadodara,Gujarat,Hero,Splendor Plus,20.0,Male,Credit Card,97826,5523,92303,3,276909
55,2025-06-12,Surat,Gujarat,TVS,Jupiter,42.0,Male,Cash,107163,4776,102387,1,102387
56,2023-01-04,Pune,Maharashtra,Hero,Xtreme 125R,41.0,Female,Cash,71952,4920,67032,2,134064
57,2024-10-04,Kolkata,West Bengal,Yamaha,R15 V4,37.0,Female,Credit Card,145698,12389,133309,1,133309
58,2024-08-28,Lucknow,Uttar Pradesh,TVS,Raider 125,30.0,Female,Credit Card,103384,5904,97480,2,194960
59,2024-09-08,Bengaluru,Karnataka,Yamaha,MT-15,53.0,Male,UPI,144597,1493,143104,4,572416
60,2024-10-21,Pune,Maharashtra,TVS,Apache RTR 160,46.0,Female,Loan,114599,7255,107344,4,429376
61,2023-12-14,Lucknow,Uttar Pradesh,Royal Enfield,Hunter 350,36.0,Female,Cash,223289,2271,221018,1,221018
62,2024-09-27,Jaipur,Rajasthan,Suzuki,Access 125,30.0,Male,Cash,127905,794,127111,2,254222
63,2023-05-30,Hyderabad,Telangana,Hero,Splendor Plus,44.0,Male,Credit Card,88990,11571,77419,4,309676
64,2023-10-30,Ahmedabad,Gujarat,Bajaj,Pulsar NS200,24.0,Female,Loan,101283,3301,97982,1,97982
65,2025-08-09,Chennai,Tamil Nadu,Honda,Unicorn,53.0,Male,Cash,95757,3489,92268,1,92268
66,2025-12-23,Hyderabad,Telangana,Bajaj,Pulsar 125,46.0,Female,Credit Card,96354,5205,91149,3,273447
67,2025-07-10,Hyderabad,Telangana,Honda,Unicorn,33.0,Female,Credit Card,86926,6420,80506,3,241518
68,2025-06-19,Vadodara,Gujarat,Yamaha,FZ-S,36.0,Male,UPI,134334,9649,124685,1,124685
69,2023-06-15,Chennai,Tamil Nadu,TVS,Raider 125,27.0,Male,Credit Card,98420,4033,94387,2,188774
70,2024-03-14,Lucknow,Uttar Pradesh,Yamaha,FZ-S,44.0,Female,UPI,154436,1307,153129,1,153129
71,2023-05-08,Pune,Maharashtra,Royal Enfield,Hunter 350,44.0,Female,Credit Card,213821,8921,204900,2,409800
72,2025-09-03,Pune,Maharashtra,Suzuki,Avenis,40.0,Female,Credit Card,100211,5553,94658,1,94658
73,2024-03-27,Chennai,Tamil Nadu,Suzuki,Gixxer,32.0,Female,Credit Card,117390,7345,110045,4,440180
74,2024-11-19,Pune,Maharashtra,Bajaj,Pulsar 125,28.0,Female,Loan,99114,1038,98076,4,392304
75,2025-03-17,Mumbai,Maharashtra,Royal Enfield,Meteor 350,23.0,Female,Loan,218768,5890,212878,1,212878
76,2023-04-13,Bengaluru,Karnataka,Suzuki,Gixxer,42.0,Female,Loan,117304,6039,111265,3,333795
77,2025-02-15,Surat,Gujarat,Bajaj,Pulsar NS200,44.0,Female,Cash,104015,5696,98319,3,294957
78,2023-04-17,Lucknow,Uttar Pradesh,Bajaj,Pulsar 125,32.0,Male,Cash,112579,2856,109723,3,329169
79,2024-02-13,Ahmedabad,Gujarat,Suzuki,Access 125,39.0,Male,Loan,132165,6421,125744,1,125744
80,2023-08-23,Jaipur,Rajasthan,Honda,SP125,47.0,Female,UPI,85946,6969,78977,2,157954
81,2023-08-23,Kolkata,West Bengal,Honda,Unicorn,37.0,Male,Cash,87592,7361,80231,2,160462
82,2025-02-07,Jaipur,Rajasthan,TVS,Jupiter,30.0,Male,Loan,114732,2537,112195,4,448780
83,2023-09-05,Vadodara,Gujarat,Hero,Xtreme 125R,40.0,Female,UPI,91550,6238,85312,1,85312
84,2024-11-29,Jaipur,Rajasthan,Hero,Xtreme 125R,44.0,Female,Cash,90590,10690,79900,1,79900
85,2025-07-30,Jaipur,Rajasthan,Bajaj,Pulsar NS200,45.0,Male,UPI,107840,2738,105102,2,210204
86,2025-08-10,Hyderabad,Telangana,Royal Enfield,Meteor 350,55.0,Female,UPI,195056,2552,192504,4,770016
87,2024-07-25,Delhi,Delhi,Suzuki,Access 125,33.0,Female,Credit Card,114290,6023,108267,4,433068
88,2024-10-27,Hyderabad,Telangana,TVS,Apache RTR 160,49.0,Male,UPI,107324,7481,99843,2,199686
89,2024-07-26,Surat,Gujarat,Suzuki,Gixxer,53.0,Male,Loan,115119,9360,105759,3,317277
90,2025-04-12,Lucknow,Uttar Pradesh,Hero,Splendor Plus,53.0,Male,Credit Card,83200,13160,70040,4,280160
91,2025-07-06,Hyderabad,Telangana,Yamaha,MT-15,23.0,Female,Loan,152257,2428,149829,1,149829
92,2024-09-19,Ahmedabad,Gujarat,Bajaj,Platina 110,48.0,Female,Credit Card,100576,6447,94129,3,282387
93,2024-12-21,Surat,Gujarat,Yamaha,MT-15,35.0,Female,UPI,142407,7142,135265,4,541060
94,2024-01-30,Lucknow,Uttar Pradesh,Honda,Shine,25.0,Male,Loan,98596,4781,93815,3,281445
95,2024-07-20,Hyderabad,Telangana,Honda,Unicorn,24.0,Male,UPI,88564,455,88109,3,264327
96,2024-09-11,Bengaluru,Karnataka,Honda,SP125,52.0,Male,UPI,91606,7569,84037,1,84037
97,2024-08-21,Chennai,Tamil Nadu,Hero,Splendor Plus,58.0,Female,Cash,86455,1262,85193,2,170386
98,2024-08-05,Kolkata,West Bengal,Suzuki,Access 125,48.0,Female,Credit Card,116593,6155,110438,4,441752
99,2025-09-05,Vadodara,Gujarat,Honda,Shine,22.0,Female,Credit Card,88282,5461,82821,1,82821
100,2023-04-20,Jaipur,Rajasthan,Hero,Xtreme 125R,27.0,Female,Cash,85395,1571,83824,2,167648
101,2025-05-02,Chennai,Tamil Nadu,Honda,Shine,51.0,Female,Credit Card,97719,6682,91037,2,182074
102,2025-05-28,Kolkata,West Bengal,Bajaj,Pulsar NS200,54.0,Male,Cash,119530,8161,111369,3,334107
103,2024-03-08,Jaipur,Rajasthan,Suzuki,Access 125,60.0,Male,Loan,102325,2186,100139,3,300417
104,2023-06-03,Chennai,Tamil Nadu,Honda,Shine,18.0,Female,Credit Card,98914,6541,92373,2,184746
105,2024-08-19,Hyderabad,Telangana,Yamaha,MT-15,32.0,Female,UPI,150974,16558,134416,1,134416
106,2024-04-23,Delhi,Delhi,Yamaha,R15 V4,58.0,Male,Credit Card,151622,8406,143216,3,429648
107,2023-11-02,Ahmedabad,Gujarat,Hero,Xtreme 125R,27.0,Male,Cash,91487,6954,84533,3,253599
108,2024-08-14,Kolkata,West Bengal,Honda,SP125,25.0,Female,UPI,92603,7276,85327,4,341308
109,2025-10-21,Vadodara,Gujarat,Yamaha,R15 V4,46.0,Male,Cash,136035,4289,131746,4,526984
110,2024-05-27,Surat,Gujarat,Bajaj,Platina 110,23.0,Male,Cash,105728,5245,100483,1,100483
111,2023-03-24,Vadodara,Gujarat,Suzuki,Avenis,39.0,Female,UPI,136294,0,136294,2,272588
112,2025-10-04,Pune,Maharashtra,Honda,Unicorn,48.0,Female,Credit Card,100215,161,100054,1,100054
113,2023-08-03,Jaipur,Rajasthan,TVS,Raider 125,39.0,Female,Credit Card,101035,8266,92769,2,185538
114,2023-03-17,Pune,Maharashtra,TVS,Jupiter,23.0,Female,UPI,105539,1766,103773,4,415092
115,2025-11-19,Pune,Maharashtra,TVS,Apache RTR 160,60.0,Female,Credit Card,98991,7038,91953,1,91953
116,2025-01-10,Chennai,Tamil Nadu,Hero,Splendor Plus,58.0,Female,Cash,80033,5649,74384,4,297536
117,2023-09-26,Chennai,Tamil Nadu,Honda,SP125,46.0,Female,Cash,95346,3045,92301,3,276903
118,2024-05-05,Kolkata,West Bengal,Hero,Xtreme 125R,37.0,Male,Credit Card,99578,6901,92677,2,185354
119,2025-08-03,Delhi,Delhi,Hero,Splendor Plus,59.0,Male,Credit Card,71229,5559,65670,1,65670
120,2024-07-13,Chennai,Tamil Nadu,Yamaha,R15 V4,48.0,Female,Cash,137323,7557,129766,4,519064
121,2025-02-24,Bengaluru,Karnataka,Bajaj,Platina 110,56.0,Male,Cash,103025,4655,98370,2,196740
122,2025-11-05,Surat,Gujarat,TVS,Raider 125,18.0,Female,UPI,109241,7597,101644,3,304932
123,2025-09-29,Kolkata,West Bengal,Suzuki,Avenis,46.0,Female,UPI,103957,3996,99961,2,199922
124,2025-02-11,Chennai,Tamil Nadu,TVS,Jupiter,38.0,Male,Loan,101010,3040,97970,4,391880
125,2025-04-21,Ahmedabad,Gujarat,Royal Enfield,Hunter 350,39.0,Female,Credit Card,239659,6214,233445,1,233445
126,2023-11-08,Jaipur,Rajasthan,Bajaj,Platina 110,20.0,Male,UPI,98904,7753,91151,4,364604
127,2023-07-24,Hyderabad,Telangana,Suzuki,Access 125,18.0,Male,Credit Card,134523,8097,126426,4,505704
128,2023-06-03,Bengaluru,Karnataka,Suzuki,Avenis,34.0,Female,Credit Card,101021,3547,97474,4,389896
129,2025-12-28,Surat,Gujarat,Yamaha,FZ-S,38.0,Male,Cash,159696,2876,156820,4,627280
130,2024-08-11,Ahmedabad,Gujarat,Royal Enfield,Classic 350,23.0,Female,Cash,217456,7323,210133,2,420266
131,2023-07-25,Lucknow,Uttar Pradesh,Suzuki,Avenis,28.0,Female,Cash,106472,4821,101651,4,406604
132,2024-08-23,Mumbai,Maharashtra,Hero,HF Deluxe,41.0,Female,Loan,62959,1926,61033,3,183099
133,2024-01-04,Pune,Maharashtra,Honda,Unicorn,29.0,Male,Credit Card,93080,1256,91824,2,183648
134,2025-10-16,Ahmedabad,Gujarat,Royal Enfield,Meteor 350,32.0,Female,UPI,237424,709,236715,2,473430
135,2023-01-20,Jaipur,Rajasthan,Bajaj,Pulsar NS200,36.0,Male,Cash,106127,5392,100735,4,402940
136,2024-09-04,Kolkata,West Bengal,Bajaj,Pulsar NS200,39.0,Female,UPI,122683,692,121991,4,487964
137,2023-08-07,Hyderabad,Telangana,Honda,SP125,42.0,Female,UPI,103840,5030,98810,2,197620
138,2025-03-21,Mumbai,Maharashtra,Yamaha,R15 V4,39.0,Male,Credit Card,133614,6386,127228,3,381684
139,2024-12-22,Ahmedabad,Gujarat,Suzuki,Gixxer,58.0,Male,UPI,116831,3199,113632,2,227264
140,2023-10-08,Jaipur,Rajasthan,Yamaha,MT-15,58.0,Male,UPI,145809,3844,141965,1,141965
141,2025-01-17,Mumbai,Maharashtra,Suzuki,Gixxer,23.0,Female,UPI,116044,6986,109058,2,218116
142,2024-02-16,Bengaluru,Karnataka,Yamaha,R15 V4,52.0,Female,UPI,163397,1286,162111,2,324222
143,2025-09-13,Vadodara,Gujarat,Suzuki,Access 125,39.0,Male,Credit Card,134623,0,134623,3,403869
144,2025-03-24,Ahmedabad,Gujarat,Hero,Splendor Plus,23.0,Female,Cash,83967,6764,77203,3,231609
145,2025-07-20,Delhi,Delhi,TVS,Jupiter,34.0,Female,UPI,107360,3131,104229,3,312687
146,2025-08-23,Ahmedabad,Gujarat,Hero,Xtreme 125R,39.0,Female,Loan,83584,3520,80064,1,80064
147,2025-08-08,Jaipur,Rajasthan,Yamaha,FZ-S,59.0,Female,Cash,138163,7548,130615,3,391845
148,2024-09-15,Mumbai,Maharashtra,Honda,Shine,25.0,Male,Loan,97713,2921,94792,4,379168
149,2025-07-18,Pune,Maharashtra,Royal Enfield,Classic 350,60.0,Female,Loan,225113,5921,219192,3,657576
150,2025-09-29,Delhi,Delhi,Bajaj,Platina 110,35.0,Male,UPI,117153,6888,110265,4,441060
151,2024-04-28,Hyderabad,Telangana,Honda,SP125,24.0,Female,UPI,88699,3319,85380,3,256140
152,2024-01-24,Vadodara,Gujarat,Hero,HF Deluxe,47.0,Male,Loan,90081,6831,83250,1,83250
153,2023-02-13,Kolkata,West Bengal,Yamaha,MT-15,39.0,Male,Loan,144757,5351,139406,1,139406
154,2023-05-21,Ahmedabad,Gujarat,Suzuki,Avenis,55.0,Male,Loan,126754,3225,123529,2,247058
155,2023-01-06,Kolkata,West Bengal,TVS,Apache RTR 160,27.0,Male,UPI,109595,4393,105202,3,315606
156,2023-02-22,Delhi,Delhi,Suzuki,Access 125,18.0,Female,Loan,112997,8296,104701,2,209402
157,2023-12-23,Mumbai,Maharashtra,Royal Enfield,Hunter 350,21.0,Male,Credit Card,223866,7440,216426,3,649278
158,2023-05-11,Lucknow,Uttar Pradesh,Royal Enfield,Classic 350,46.0,Female,Cash,231932,5063,226869,4,907476
159,2023-03-30,Ahmedabad,Gujarat,Bajaj,Platina 110,47.0,Male,Cash,116001,4069,111932,3,335796
160,2023-08-10,Pune,Maharashtra,Bajaj,Pulsar NS200,46.0,Male,Cash,112852,4609,108243,4,432972
161,2023-05-15,Bengaluru,Karnataka,TVS,Jupiter,35.0,Female,Credit Card,105814,6785,99029,2,198058
162,2025-07-18,Vadodara,Gujarat,Royal Enfield,Meteor 350,24.0,Male,Loan,196253,11277,184976,4,739904
163,2025-04-27,Ahmedabad,Gujarat,Bajaj,Pulsar NS200,47.0,Female,Credit Card,101147,1357,99790,3,299370
164,2025-05-24,Surat,Gujarat,Yamaha,FZ-S,39.0,Female,UPI,158434,7374,151060,3,453180
165,2023-05-18,Hyderabad,Telangana,Honda,Unicorn,23.0,Female,Credit Card,99743,6885,92858,1,92858
166,2025-02-02,Lucknow,Uttar Pradesh,Hero,Xtreme 125R,53.0,Male,UPI,84916,2308,82608,2,165216
167,2024-12-25,Pune,Maharashtra,Yamaha,FZ-S,21.0,Female,UPI,145879,2968,142911,4,571644
168,2025-11-05,Kolkata,West Bengal,TVS,Apache RTR 160,27.0,Female,Loan,113191,4558,108633,2,217266
169,2025-01-22,Surat,Gujarat,Suzuki,Access 125,35.0,Male,Credit Card,107405,4035,103370,1,103370
170,2023-02-23,Kolkata,West Bengal,Suzuki,Avenis,19.0,Male,UPI,118798,3308,115490,3,346470
171,2024-12-19,Surat,Gujarat,Yamaha,R15 V4,29.0,Male,Credit Card,135462,5731,129731,1,129731
172,2023-03-04,Lucknow,Uttar Pradesh,Hero,Splendor Plus,51.0,Male,Credit Card,86665,3479,83186,1,83186
173,2023-11-19,Surat,Gujarat,Bajaj,Pulsar NS200,37.0,Female,Cash,105854,5696,100158,3,300474
174,2023-04-12,Bengaluru,Karnataka,Hero,Splendor Plus,35.0,Female,Credit Card,75153,777,74376,1,74376
175,2025-04-28,Hyderabad,Telangana,Bajaj,Platina 110,31.0,Male,UPI,103677,4359,99318,3,297954
176,2025-09-23,Vadodara,Gujarat,Bajaj,Pulsar 125,20.0,Male,Credit Card,112735,9426,103309,3,309927
177,2024-02-23,Mumbai,Maharashtra,Royal Enfield,Classic 350,31.0,Male,UPI,224408,4520,219888,3,659664
178,2023-01-16,Delhi,Delhi,TVS,Raider 125,45.0,Male,Cash,104840,1992,102848,4,411392
179,2024-04-16,Lucknow,Uttar Pradesh,Bajaj,Platina 110,22.0,Female,Cash,109837,4134,105703,3,317109
180,2023-06-09,Hyderabad,Telangana,Bajaj,Pulsar 125,54.0,Female,Credit Card,112839,2518,110321,3,330963
181,2024-08-15,Pune,Maharashtra,Yamaha,MT-15,43.0,Male,UPI,151024,9598,141426,1,141426
182,2025-01-11,Hyderabad,Telangana,Honda,Unicorn,45.0,Male,Loan,94173,6205,87968,1,87968
183,2025-12-09,Pune,Maharashtra,Bajaj,Platina 110,43.0,Female,UPI,116073,3796,112277,1,112277
184,2023-06-06,Bengaluru,Karnataka,Honda,SP125,51.0,Male,UPI,96703,5037,91666,1,91666
185,2023-10-30,Jaipur,Rajasthan,TVS,Jupiter,24.0,Male,UPI,105820,2680,103140,2,206280
186,2023-11-10,Kolkata,West Bengal,Honda,Shine,29.0,Female,Credit Card,95186,6493,88693,1,88693
187,2025-07-08,Kolkata,West Bengal,Suzuki,Avenis,58.0,Female,Loan,128350,7877,120473,3,361419
188,2025-06-24,Hyderabad,Telangana,Bajaj,Pulsar 125,35.0,Male,UPI,128948,2697,126251,3,378753
189,2025-08-03,Vadodara,Gujarat,Royal Enfield,Classic 350,20.0,Male,UPI,224654,5550,219104,4,876416
190,2023-07-04,Delhi,Delhi,Suzuki,Gixxer,47.0,Male,Credit Card,135146,2575,132571,4,530284
191,2024-01-21,Jaipur,Rajasthan,Suzuki,Avenis,39.0,Female,Loan,107274,3201,104073,3,312219
192,2024-12-04,Delhi,Delhi,Hero,HF Deluxe,39.0,Male,Cash,70557,3422,67135,1,67135
193,2025-06-18,Hyderabad,Telangana,Honda,Unicorn,41.0,Female,UPI,89230,5451,83779,2,167558
194,2023-04-18,Surat,Gujarat,Bajaj,Pulsar NS200,22.0,Female,Cash,113007,10628,102379,3,307137
195,2024-08-04,Pune,Maharashtra,Royal Enfield,Meteor 350,60.0,Male,UPI,225967,3269,222698,3,668094
196,2023-10-17,Jaipur,Rajasthan,Hero,Xtreme 125R,37.0,Female,Loan,78890,6475,72415,3,217245
197,2024-09-26,Delhi,Delhi,Royal Enfield,Meteor 350,59.0,Female,Loan,187820,10494,177326,4,709304
198,2025-12-14,Lucknow,Uttar Pradesh,Yamaha,MT-15,59.0,Female,UPI,158681,3592,155089,1,155089
199,2024-01-05,Vadodara,Gujarat,Hero,HF Deluxe,39.0,Female,Loan,73350,9061,64289,2,128578
200,2023-06-08,Bengaluru,Karnataka,Honda,Shine,24.0,Male,UPI,94129,8713,85416,3,256248
201,2025-02-10,Bengaluru,Karnataka,Suzuki,Avenis,28.0,Male,Loan,100331,3201,97130,2,194260
202,2025-04-21,Mumbai,Maharashtra,Yamaha,R15 V4,33.0,Female,UPI,145060,5140,139920,3,419760
203,2024-04-24,Hyderabad,Telangana,Suzuki,Avenis,37.0,Female,Loan,110859,6868,103991,2,207982
204,2025-06-21,Kolkata,West Bengal,TVS,Jupiter,36.0,Female,Credit Card,96031,4572,91459,4,365836
205,2023-10-11,Kolkata,West Bengal,Honda,Shine,21.0,Female,UPI,95914,6543,89371,3,268113
206,2025-11-22,Lucknow,Uttar Pradesh,Royal Enfield,Classic 350,36.0,Male,Loan,221955,1626,220329,1,220329
207,2023-10-29,Chennai,Tamil Nadu,TVS,Raider 125,23.0,Male,Cash,92113,8833,83280,4,333120
208,2023-04-20,Pune,Maharashtra,TVS,Apache RTR 160,50.0,Female,Loan,107791,2754,105037,4,420148
209,2024-04-04,Surat,Gujarat,Bajaj,Pulsar 125,38.0,Male,UPI,123650,5347,118303,1,118303
210,2023-03-20,Bengaluru,Karnataka,Suzuki,Access 125,48.0,Male,Credit Card,125849,5202,120647,3,361941
211,2023-06-12,Mumbai,Maharashtra,Bajaj,Platina 110,34.0,Male,Loan,128134,10266,117868,1,117868
212,2025-12-16,Kolkata,West Bengal,Royal Enfield,Meteor 350,25.0,Female,Loan,205817,7914,197903,4,791612
213,2024-05-03,Mumbai,Maharashtra,TVS,Apache RTR 160,58.0,Female,Cash,110421,9105,101316,4,405264
214,2023-02-03,Kolkata,West Bengal,Hero,HF Deluxe,27.0,Female,Credit Card,78438,7058,71380,2,142760
215,2024-05-07,Surat,Gujarat,Hero,Xtreme 125R,29.0,Male,UPI,92197,0,92197,4,368788
216,2025-11-05,Chennai,Tamil Nadu,Hero,Xtreme 125R,42.0,Female,Cash,76953,0,76953,1,76953
217,2024-06-03,Surat,Gujarat,Yamaha,R15 V4,40.0,Male,UPI,141874,7152,134722,1,134722
218,2023-08-01,Jaipur,Rajasthan,Honda,Unicorn,26.0,Male,UPI,106417,5222,101195,3,303585
219,2023-12-25,Jaipur,Rajasthan,Royal Enfield,Hunter 350,39.0,Male,Loan,237360,859,236501,4,946004
220,2023-03-17,Hyderabad,Telangana,Hero,Xtreme 125R,30.0,Male,Loan,73416,4833,68583,3,205749
221,2025-11-21,Vadodara,Gujarat,Hero,HF Deluxe,52.0,Female,UPI,87611,4901,82710,4,330840
222,2024-08-08,Ahmedabad,Gujarat,Hero,Xtreme 125R,21.0,Female,UPI,70941,4732,66209,3,198627
223,2025-03-30,Pune,Maharashtra,Hero,HF Deluxe,42.0,Female,Loan,76129,7009,69120,4,276480
224,2025-01-22,Hyderabad,Telangana,Bajaj,Platina 110,23.0,Female,Cash,113226,2180,111046,3,333138
225,2024-08-24,Bengaluru,Karnataka,Bajaj,Platina 110,24.0,Male,UPI,105477,1822,103655,3,310965
226,2025-07-02,Vadodara,Gujarat,Yamaha,R15 V4,28.0,Female,UPI,144272,7865,136407,4,545628
227,2024-12-23,Lucknow,Uttar Pradesh,Bajaj,Pulsar 125,35.0,Male,Cash,101325,6512,94813,4,379252
228,2025-01-14,Pune,Maharashtra,Yamaha,MT-15,19.0,Male,Credit Card,138849,2621,136228,2,272456
229,2024-04-28,Delhi,Delhi,Hero,Splendor Plus,39.0,Female,Cash,84272,1894,82378,3,247134
230,2025-07-10,Jaipur,Rajasthan,Royal Enfield,Classic 350,41.0,Female,Cash,200698,1406,199292,3,597876
231,2025-01-21,Chennai,Tamil Nadu,Royal Enfield,Classic 350,38.0,Female,Loan,243007,5105,237902,4,951608
232,2024-01-17,Lucknow,Uttar Pradesh,Hero,Splendor Plus,51.0,Female,Cash,80241,5641,74600,4,298400
233,2025-07-02,Lucknow,Uttar Pradesh,TVS,Raider 125,57.0,Female,Credit Card,104056,4337,99719,2,199438
234,2023-06-01,Bengaluru,Karnataka,Honda,Shine,29.0,Female,Cash,99667,7272,92395,4,369580
235,2024-12-12,Surat,Gujarat,Suzuki,Avenis,53.0,Female,UPI,110119,3272,106847,1,106847
236,2023-12-23,Lucknow,Uttar Pradesh,Suzuki,Access 125,50.0,Male,Cash,112469,0,112469,3,337407
